Angle reel (degres);Pastille 1;Pastille 2;Pastille 3;Pastille 4;Pastille 5;Pastille 6;Moyenne reelle;Ecart type reel (degres);;
45;9,67E-01;4,85E-02;0,00E+00;6,80E-01;1,00E+00;9,73E-01;2,13E-06;1,21E-06;;
75;9,80E-01;9,68E-01;0,00E+00;2,33E-01;9,53E-01;1,00E+00;2,51E-06;8,45E-07;;
90;1,00E+00;7,72E-01;0,00E+00;4,80E-03;7,29E-01;1,00E+00;1,30E-06;7,77E-07;;
225;1,99E-01;3,71E-01;1,00E+00;9,35E-01;2,49E-01;0,00E+00;1,00E-06;7,43E-07;;
135;9,08E-01;9,00E-01;6,05E-01;0,00E+00;3,07E-01;1,00E+00;1,47E-06;4,65E-07;;
255;1,21E-01;8,96E-01;9,95E-01;9,48E-01;1,00E+00;0,00E+00;2,44E-07;1,21E-07;;
225;3,40E-01;1,00E+00;9,75E-01;9,63E-01;1,77E-01;0,00E+00;1,51E-06;1,03E-06;;
315;0,00E+00;2,50E-01;9,86E-01;9,78E-01;1,00E+00;5,27E-01;2,11E-06;1,13E-06;;
120;1,00E+00;9,60E-01;1,41E-01;0,00E+00;6,19E-01;9,66E-01;1,32E-06;7,97E-07;;
120;1,00E+00;9,66E-01;1,17E-01;0,00E+00;6,04E-01;9,59E-01;7,37E-07;4,69E-07;;
165;9,88E-01;9,86E-01;8,59E-01;1,95E-02;0,00E+00;1,00E+00;2,34E-06;1,13E-06;;
270;0,00E+00;7,09E-01;9,83E-01;1,00E+00;7,77E-01;3,68E-02;1,12E-07;6,00E-08;;
60;9,65E-01;7,88E-01;0,00E+00;2,19E-01;9,77E-01;1,00E+00;1,39E-06;7,69E-07;;
300;0,00E+00;4,58E-01;9,82E-01;9,69E-01;1,00E+00;8,77E-01;2,44E-06;1,02E-06;;
315;0,00E+00;3,17E-01;9,25E-01;9,54E-01;1,00E+00;4,44E-01;2,56E-07;1,42E-07;;
360;1,71E-01;0,00E+00;7,81E-01;9,97E-01;8,02E-01;1,00E+00;2,01E-06;1,13E-06;;
30;8,39E-01;5,70E-02;0,00E+00;8,69E-01;1,00E+00;9,66E-01;2,29E-06;1,03E-06;;
360;1,89E-01;0,00E+00;9,33E-01;8,30E-01;1,00E+00;9,97E-01;7,75E-07;4,64E-07;;
345;1,44E-02;0,00E+00;9,68E-01;1,00E+00;2,93E-01;9,46E-01;1,16E-06;8,78E-07;;
315;0,00E+00;5,17E-01;9,82E-01;8,80E-01;1,00E+00;6,11E-01;1,60E-06;4,46E-07;;
195;8,00E-01;5,16E-01;8,87E-01;1,00E+00;0,00E+00;1,55E-02;7,62E-07;2,82E-07;;
135;1,00E+00;9,97E-01;5,63E-01;0,00E+00;2,70E-01;9,36E-01;2,27E-06;9,00E-07;;
270;3,03E-02;8,07E-01;1,00E+00;9,85E-01;8,39E-01;0,00E+00;2,40E-06;8,20E-07;;
60;9,78E-01;3,78E-01;0,00E+00;1,65E-01;1,00E+00;9,94E-01;4,65E-08;3,18E-08;;
270;9,58E-03;8,41E-01;1,00E+00;9,92E-01;8,38E-01;0,00E+00;1,62E-06;9,96E-07;;
45;9,26E-01;3,33E-02;0,00E+00;5,44E-01;1,00E+00;9,67E-01;3,13E-07;2,13E-07;;
165;9,58E-01;4,72E-01;1,00E+00;4,21E-02;0,00E+00;3,32E-01;1,66E-06;1,15E-06;;
105;8,19E-01;7,91E-01;1,90E-01;0,00E+00;1,00E+00;8,23E-01;1,64E-06;4,64E-07;;
210;2,75E-01;3,49E-01;1,00E+00;7,79E-01;1,14E-01;0,00E+00;1,80E-07;1,27E-07;;
315;0,00E+00;5,62E-01;1,00E+00;7,59E-01;9,81E-01;7,54E-01;8,00E-07;1,87E-07;;
75;9,97E-01;9,59E-01;0,00E+00;1,06E-01;9,83E-01;1,00E+00;2,71E-07;1,50E-07;;
105;1,00E+00;9,60E-01;4,34E-02;0,00E+00;9,78E-01;9,85E-01;5,23E-08;3,41E-08;;
330;0,00E+00;5,78E-02;9,62E-01;9,37E-01;1,00E+00;2,85E-01;2,23E-07;1,70E-07;;
105;1,00E+00;9,42E-01;1,11E-01;0,00E+00;9,85E-01;9,85E-01;2,07E-06;1,05E-06;;
270;2,21E-02;9,79E-01;9,54E-01;9,28E-01;1,00E+00;0,00E+00;1,50E-06;5,81E-07;;
300;0,00E+00;9,41E-01;9,97E-01;1,00E+00;9,91E-01;6,19E-01;1,60E-06;6,98E-07;;
180;9,55E-01;1,00E+00;3,36E-01;2,33E-01;0,00E+00;7,95E-02;1,79E-07;1,53E-07;;
270;1,90E-02;7,06E-01;1,00E+00;9,80E-01;7,84E-01;0,00E+00;1,14E-07;5,85E-08;;
255;1,55E-01;9,39E-01;1,00E+00;9,75E-01;9,83E-01;0,00E+00;2,02E-06;1,12E-06;;
30;8,31E-01;6,66E-02;0,00E+00;8,85E-01;1,00E+00;9,69E-01;2,32E-06;1,01E-06;;
165;1,00E+00;3,14E-01;9,99E-01;2,03E-02;0,00E+00;1,64E-01;8,61E-07;8,48E-07;;
150;1,00E+00;9,88E-01;9,23E-01;0,00E+00;7,05E-02;8,40E-01;2,08E-06;9,79E-07;;
240;1,00E+00;9,84E-01;9,86E-01;9,82E-01;3,18E-01;0,00E+00;3,75E-07;1,98E-07;;
60;9,90E-01;1,00E+00;0,00E+00;4,34E-01;9,99E-01;9,94E-01;2,57E-07;1,14E-07;;
195;9,42E-01;4,07E-01;1,00E+00;9,49E-01;0,00E+00;3,28E-02;6,71E-07;4,87E-07;;
75;9,75E-01;9,42E-01;0,00E+00;1,81E-01;9,45E-01;1,00E+00;2,13E-06;9,23E-07;;
255;1,63E-01;9,03E-01;1,00E+00;9,59E-01;9,72E-01;0,00E+00;1,83E-06;8,24E-07;;
270;8,99E-03;7,69E-01;1,00E+00;9,94E-01;8,02E-01;0,00E+00;1,35E-06;7,28E-07;;
345;4,65E-02;0,00E+00;9,83E-01;1,00E+00;3,93E-01;9,40E-01;1,98E-06;1,13E-06;;
15;9,43E-01;0,00E+00;8,68E-02;2,60E-01;1,00E+00;9,83E-01;1,18E-06;8,72E-07;;
360;2,68E-01;0,00E+00;9,21E-01;8,45E-01;1,00E+00;9,57E-01;1,99E-06;1,04E-06;;
240;2,80E-01;1,00E+00;9,93E-01;9,40E-01;8,12E-01;0,00E+00;2,80E-07;1,32E-07;;
165;9,36E-01;1,00E+00;8,73E-01;8,04E-02;0,00E+00;9,11E-01;7,61E-07;2,10E-07;;
285;0,00E+00;1,00E+00;9,06E-01;8,45E-01;9,84E-01;1,63E-01;1,66E-06;3,46E-07;;
225;2,67E-01;4,50E-01;1,00E+00;9,36E-01;3,35E-01;0,00E+00;1,58E-06;8,99E-07;;
240;9,90E-01;9,81E-01;1,00E+00;9,70E-01;3,79E-01;0,00E+00;2,12E-06;1,06E-06;;
195;9,41E-01;5,78E-01;9,71E-01;1,00E+00;0,00E+00;1,54E-02;1,99E-06;1,26E-06;;
330;0,00E+00;2,26E-01;9,17E-01;1,00E+00;5,40E-01;4,47E-01;1,36E-06;3,97E-07;;
285;0,00E+00;9,49E-01;1,00E+00;9,86E-01;9,36E-01;7,69E-02;1,16E-07;7,12E-08;;
210;4,94E-01;1,00E+00;9,24E-01;9,82E-01;1,88E-01;0,00E+00;1,40E-06;6,57E-07;;
300;0,00E+00;1,00E+00;9,94E-01;9,74E-01;9,43E-01;7,30E-01;2,70E-06;8,16E-07;;
120;9,90E-01;9,95E-01;3,13E-01;0,00E+00;6,91E-01;1,00E+00;2,41E-06;7,97E-07;;
360;1,76E-01;0,00E+00;7,89E-01;1,00E+00;7,88E-01;1,00E+00;1,93E-06;1,09E-06;;
30;7,93E-01;1,72E-02;0,00E+00;8,52E-01;1,00E+00;9,88E-01;3,27E-07;2,05E-07;;
285;0,00E+00;9,52E-01;1,00E+00;9,92E-01;9,40E-01;7,67E-02;2,65E-07;1,60E-07;;
300;0,00E+00;3,68E-01;9,94E-01;1,00E+00;9,90E-01;7,99E-01;2,05E-06;1,02E-06;;
315;0,00E+00;3,16E-01;9,10E-01;9,50E-01;1,00E+00;4,55E-01;3,38E-07;1,83E-07;;
330;0,00E+00;8,22E-02;8,12E-01;1,00E+00;4,08E-01;2,92E-01;9,28E-07;7,25E-07;;
315;0,00E+00;3,89E-01;9,22E-01;9,78E-01;1,00E+00;6,44E-01;1,20E-07;5,70E-08;;
195;9,40E-01;3,98E-01;1,00E+00;9,66E-01;0,00E+00;3,59E-02;1,20E-06;8,55E-07;;
270;2,19E-02;7,70E-01;1,00E+00;9,84E-01;7,87E-01;0,00E+00;1,73E-06;7,95E-07;;
165;8,45E-01;4,54E-01;1,00E+00;4,33E-02;0,00E+00;3,86E-01;1,19E-06;6,40E-07;;
30;7,75E-01;4,36E-02;0,00E+00;8,13E-01;1,00E+00;9,78E-01;1,66E-06;9,21E-07;;
60;9,72E-01;7,78E-01;0,00E+00;2,04E-01;9,71E-01;1,00E+00;7,83E-07;4,51E-07;;
210;2,66E-01;3,39E-01;1,00E+00;7,63E-01;1,12E-01;0,00E+00;7,85E-08;5,67E-08;;
285;0,00E+00;9,54E-01;9,96E-01;1,00E+00;9,41E-01;8,10E-02;3,50E-07;2,10E-07;;
315;0,00E+00;4,82E-01;9,26E-01;9,65E-01;1,00E+00;7,26E-01;2,28E-06;8,33E-07;;
210;3,65E-01;9,95E-01;9,90E-01;1,00E+00;6,36E-02;0,00E+00;2,24E-07;1,64E-07;;
300;0,00E+00;3,05E-01;9,86E-01;9,93E-01;1,00E+00;7,64E-01;1,69E-08;8,99E-09;;
240;3,08E-01;9,87E-01;1,00E+00;9,54E-01;8,58E-01;0,00E+00;2,15E-06;9,40E-07;;
105;1,00E+00;9,69E-01;5,05E-02;0,00E+00;9,78E-01;9,87E-01;2,28E-07;1,47E-07;;
135;9,76E-01;1,00E+00;7,87E-01;0,00E+00;3,69E-01;9,98E-01;1,54E-06;3,77E-07;;
285;0,00E+00;9,55E-01;1,00E+00;9,97E-01;9,87E-01;1,67E-01;2,42E-06;8,51E-07;;
360;1,91E-01;0,00E+00;9,20E-01;8,21E-01;1,00E+00;9,77E-01;1,37E-06;8,10E-07;;
165;6,47E-01;6,34E-01;9,23E-01;0,00E+00;4,62E-02;1,00E+00;8,37E-07;2,07E-07;;
15;1,00E+00;0,00E+00;1,98E-01;3,76E-01;9,94E-01;9,62E-01;2,11E-06;1,09E-06;;
270;7,36E-03;7,97E-01;1,00E+00;9,96E-01;7,93E-01;0,00E+00;7,19E-07;4,88E-07;;
225;4,25E-01;1,00E+00;9,48E-01;9,47E-01;2,66E-01;0,00E+00;2,14E-06;1,16E-06;;
60;9,79E-01;1,00E+00;0,00E+00;5,17E-01;9,61E-01;9,66E-01;2,40E-06;8,19E-07;;
105;1,00E+00;9,09E-01;1,41E-01;0,00E+00;9,87E-01;9,18E-01;2,46E-06;8,80E-07;;
345;3,05E-03;0,00E+00;1,00E+00;9,36E-01;6,14E-01;9,60E-01;1,94E-06;1,25E-06;;
210;7,40E-01;4,51E-01;1,00E+00;8,72E-01;1,95E-01;0,00E+00;1,98E-06;9,91E-07;;
360;2,18E-01;0,00E+00;9,25E-01;8,27E-01;1,00E+00;9,91E-01;2,29E-07;1,29E-07;;
360;1,18E-01;0,00E+00;7,46E-01;9,90E-01;7,73E-01;1,00E+00;1,53E-06;9,59E-07;;
225;8,90E-01;9,99E-01;1,00E+00;9,01E-01;3,56E-01;0,00E+00;2,81E-07;1,34E-07;;
120;1,00E+00;9,92E-01;1,75E-01;0,00E+00;5,91E-01;9,81E-01;1,34E-06;7,42E-07;;
15;5,47E-01;0,00E+00;6,62E-02;3,21E-01;1,00E+00;9,66E-01;1,71E-06;1,12E-06;;
150;1,00E+00;9,97E-01;9,05E-01;0,00E+00;3,45E-02;8,47E-01;1,64E-06;1,01E-06;;
75;9,85E-01;9,77E-01;0,00E+00;6,09E-02;9,60E-01;1,00E+00;5,23E-08;3,38E-08;;
45;9,61E-01;2,11E-01;0,00E+00;9,32E-01;1,00E+00;9,98E-01;2,71E-07;1,47E-07;;
180;1,00E+00;4,13E-01;8,97E-01;6,10E-01;0,00E+00;1,81E-01;1,58E-06;1,02E-06;;
60;9,63E-01;5,61E-01;0,00E+00;4,22E-01;1,00E+00;8,93E-01;1,47E-06;5,46E-07;;
225;9,19E-01;1,00E+00;9,99E-01;9,03E-01;4,65E-01;0,00E+00;2,55E-06;8,86E-07;;
330;0,00E+00;1,84E-01;8,96E-01;1,00E+00;5,32E-01;4,16E-01;1,85E-06;9,57E-07;;
150;8,67E-01;8,68E-01;1,00E+00;0,00E+00;9,26E-02;8,76E-01;1,55E-06;4,99E-07;;
45;9,47E-01;2,04E-01;0,00E+00;9,29E-01;1,00E+00;9,93E-01;2,37E-07;1,29E-07;;
150;1,00E+00;1,00E+00;8,73E-01;0,00E+00;5,52E-02;8,26E-01;1,91E-06;1,02E-06;;
75;9,37E-01;1,00E+00;0,00E+00;1,68E-01;9,61E-01;9,42E-01;2,43E-06;9,72E-07;;
45;9,43E-01;3,71E-02;0,00E+00;5,38E-01;1,00E+00;9,60E-01;1,49E-08;1,01E-08;;
90;1,00E+00;7,32E-01;0,00E+00;3,48E-02;8,05E-01;9,88E-01;2,27E-07;1,14E-07;;
120;1,00E+00;9,70E-01;1,76E-01;0,00E+00;5,92E-01;9,68E-01;1,63E-08;8,37E-09;;
270;2,32E-02;7,02E-01;1,00E+00;9,93E-01;7,71E-01;0,00E+00;2,25E-07;1,14E-07;;
285;0,00E+00;9,01E-01;1,00E+00;9,89E-01;9,88E-01;1,12E-01;3,75E-07;1,80E-07;;
45;8,29E-01;2,88E-01;0,00E+00;1,00E+00;8,40E-01;7,66E-01;1,61E-06;5,27E-07;;
345;0,00E+00;1,70E-02;9,80E-01;1,00E+00;3,35E-01;9,68E-01;2,20E-07;1,66E-07;;
300;0,00E+00;9,87E-01;1,00E+00;9,76E-01;9,72E-01;7,20E-01;2,55E-06;8,53E-07;;
270;0,00E+00;1,00E+00;6,09E-01;6,38E-01;9,41E-01;2,87E-02;8,30E-07;1,95E-07;;
165;6,81E-01;3,67E-01;1,00E+00;0,00E+00;1,50E-02;4,72E-01;6,97E-07;2,59E-07;;
90;8,80E-01;9,59E-01;0,00E+00;2,78E-02;1,00E+00;9,20E-01;1,48E-06;6,04E-07;;
105;1,00E+00;9,54E-01;1,21E-01;0,00E+00;1,00E+00;9,98E-01;2,23E-06;9,96E-07;;
255;1,27E-01;1,00E+00;9,81E-01;9,93E-01;9,77E-01;0,00E+00;2,29E-06;9,19E-07;;
105;9,88E-01;9,63E-01;7,20E-02;0,00E+00;1,00E+00;9,86E-01;1,96E-06;1,19E-06;;
150;9,98E-01;1,00E+00;8,73E-01;0,00E+00;1,77E-02;8,16E-01;1,30E-06;8,60E-07;;
15;2,34E-01;0,00E+00;3,60E-02;9,77E-01;4,65E-01;1,00E+00;1,80E-07;1,53E-07;;
60;9,69E-01;3,55E-01;0,00E+00;1,52E-01;1,00E+00;9,84E-01;1,21E-06;8,56E-07;;
285;0,00E+00;9,66E-01;9,94E-01;1,00E+00;9,21E-01;1,95E-01;3,71E-07;1,79E-07;;
285;0,00E+00;9,68E-01;9,89E-01;1,00E+00;9,25E-01;2,33E-01;1,85E-06;8,39E-07;;
45;9,05E-01;6,31E-01;0,00E+00;1,00E+00;9,41E-01;9,20E-01;2,64E-06;8,35E-07;;
300;0,00E+00;9,80E-01;9,96E-01;1,00E+00;1,00E+00;6,10E-01;6,10E-08;2,59E-08;;
180;9,94E-01;1,00E+00;5,03E-01;3,83E-01;0,00E+00;1,73E-01;1,77E-06;1,10E-06;;
210;3,52E-01;9,97E-01;9,89E-01;1,00E+00;5,63E-02;0,00E+00;4,46E-08;3,34E-08;;
225;8,20E-01;9,88E-01;1,00E+00;8,99E-01;3,11E-01;0,00E+00;8,13E-07;4,27E-07;;
270;7,47E-03;8,51E-01;1,00E+00;9,92E-01;8,21E-01;0,00E+00;1,09E-07;6,94E-08;;
225;2,54E-01;1,00E+00;9,69E-01;9,68E-01;1,14E-01;0,00E+00;1,19E-06;9,08E-07;;
240;1,00E+00;9,91E-01;9,94E-01;9,89E-01;3,09E-01;0,00E+00;2,47E-07;1,32E-07;;
270;1,24E-02;8,37E-01;1,00E+00;9,93E-01;8,02E-01;0,00E+00;1,55E-08;9,71E-09;;
75;9,92E-01;9,58E-01;0,00E+00;1,04E-01;9,85E-01;1,00E+00;1,19E-07;6,71E-08;;
150;9,86E-01;1,00E+00;8,15E-01;0,00E+00;4,11E-02;7,85E-01;2,15E-07;1,28E-07;;
270;0,00E+00;7,60E-01;9,93E-01;1,00E+00;7,30E-01;5,81E-02;2,13E-06;8,40E-07;;
240;1,00E+00;9,61E-01;9,53E-01;9,12E-01;4,55E-01;0,00E+00;2,51E-06;1,06E-06;;
240;3,22E-01;9,97E-01;1,00E+00;9,46E-01;8,28E-01;0,00E+00;1,84E-06;8,00E-07;;
105;1,00E+00;9,26E-01;5,57E-02;0,00E+00;9,38E-01;9,89E-01;7,89E-07;4,92E-07;;
60;9,80E-01;1,00E+00;0,00E+00;4,88E-01;9,70E-01;9,86E-01;2,25E-06;8,78E-07;;
120;1,00E+00;9,58E-01;2,33E-01;0,00E+00;6,21E-01;9,80E-01;2,01E-06;8,78E-07;;
300;0,00E+00;9,79E-01;9,87E-01;9,94E-01;1,00E+00;6,15E-01;1,34E-07;5,61E-08;;
180;9,83E-01;4,66E-01;1,00E+00;7,17E-01;0,00E+00;2,75E-01;1,25E-06;6,15E-07;;
135;1,00E+00;9,81E-01;3,09E-01;0,00E+00;1,56E-01;9,54E-01;4,63E-08;3,09E-08;;
195;8,98E-01;5,68E-01;9,33E-01;1,00E+00;0,00E+00;3,46E-03;1,37E-06;7,13E-07;;
150;9,96E-01;1,00E+00;8,03E-01;0,00E+00;3,86E-02;7,83E-01;1,08E-07;6,48E-08;;
315;0,00E+00;4,26E-01;9,46E-01;9,37E-01;1,00E+00;5,68E-01;2,15E-06;9,14E-07;;
210;2,70E-01;2,11E-01;8,40E-01;1,00E+00;4,25E-01;0,00E+00;7,36E-07;1,74E-07;;
225;9,01E-01;1,00E+00;9,78E-01;8,86E-01;4,37E-01;0,00E+00;2,41E-06;9,10E-07;;
105;1,00E+00;9,70E-01;3,58E-02;0,00E+00;9,75E-01;9,96E-01;1,37E-06;9,08E-07;;
225;2,31E-01;3,94E-01;1,00E+00;9,28E-01;2,87E-01;0,00E+00;2,65E-07;1,73E-07;;
240;3,76E-01;9,82E-01;1,00E+00;9,39E-01;8,69E-01;0,00E+00;2,40E-06;8,35E-07;;
210;6,08E-01;3,12E-01;1,00E+00;8,01E-01;9,91E-02;0,00E+00;1,70E-07;1,18E-07;;
90;9,89E-01;8,48E-01;0,00E+00;4,37E-03;8,26E-01;1,00E+00;1,56E-06;1,00E-06;;
60;9,78E-01;8,12E-01;0,00E+00;2,46E-01;9,76E-01;1,00E+00;1,69E-08;8,64E-09;;
105;1,00E+00;9,21E-01;1,19E-01;0,00E+00;9,97E-01;9,40E-01;2,29E-06;8,71E-07;;
285;0,00E+00;9,55E-01;9,93E-01;1,00E+00;9,17E-01;1,91E-01;1,22E-07;6,14E-08;;
75;9,69E-01;1,00E+00;0,00E+00;1,42E-01;9,85E-01;9,81E-01;2,29E-06;1,24E-06;;
135;9,55E-01;1,00E+00;2,64E-01;0,00E+00;3,91E-02;9,11E-01;1,65E-06;1,21E-06;;
45;1,00E+00;4,78E-02;0,00E+00;9,40E-01;9,86E-01;7,01E-01;8,17E-07;2,42E-07;;
195;9,69E-01;6,76E-01;1,00E+00;9,71E-01;0,00E+00;9,46E-04;1,57E-06;1,04E-06;;
30;8,01E-01;4,96E-02;0,00E+00;8,30E-01;1,00E+00;9,66E-01;2,10E-06;9,82E-07;;
195;9,70E-01;4,46E-01;9,70E-01;1,00E+00;0,00E+00;7,53E-03;1,92E-07;1,42E-07;;
60;9,88E-01;9,98E-01;0,00E+00;4,26E-01;9,94E-01;1,00E+00;1,30E-07;5,84E-08;;
135;9,46E-01;1,00E+00;1,99E-01;0,00E+00;2,77E-02;9,15E-01;9,44E-08;7,62E-08;;
300;0,00E+00;2,63E-01;9,99E-01;9,91E-01;1,00E+00;7,43E-01;1,40E-06;7,94E-07;;
60;9,61E-01;9,04E-01;0,00E+00;3,96E-01;9,80E-01;1,00E+00;2,45E-06;9,06E-07;;
135;1,00E+00;9,86E-01;3,28E-01;0,00E+00;1,66E-01;9,62E-01;1,48E-08;9,41E-09;;
195;9,76E-01;6,82E-01;1,00E+00;9,74E-01;3,56E-03;0,00E+00;1,82E-06;1,18E-06;;
180;1,00E+00;2,78E-01;8,36E-01;4,64E-01;0,00E+00;9,20E-02;2,31E-07;1,83E-07;;
330;0,00E+00;1,42E-01;9,82E-01;9,58E-01;1,00E+00;4,42E-01;2,10E-06;1,22E-06;;
195;9,68E-01;4,27E-01;1,00E+00;9,62E-01;0,00E+00;4,62E-02;1,44E-08;9,55E-09;;
45;9,58E-01;2,11E-01;0,00E+00;9,31E-01;9,99E-01;1,00E+00;3,60E-07;1,93E-07;;
150;9,64E-01;1,00E+00;2,17E-01;0,00E+00;3,23E-03;9,10E-01;1,89E-06;1,27E-06;;
45;9,45E-01;2,05E-01;0,00E+00;9,18E-01;1,00E+00;9,88E-01;1,19E-07;6,54E-08;;
105;1,00E+00;9,72E-01;4,87E-02;0,00E+00;9,88E-01;9,88E-01;1,64E-08;1,05E-08;;
330;0,00E+00;5,04E-02;9,58E-01;9,42E-01;1,00E+00;2,66E-01;4,45E-08;3,47E-08;;
90;1,00E+00;7,36E-01;0,00E+00;4,00E-02;8,27E-01;9,90E-01;2,63E-07;1,32E-07;;
255;2,91E-01;9,86E-01;7,98E-01;8,27E-01;1,00E+00;0,00E+00;1,71E-06;4,11E-07;;
330;0,00E+00;1,76E-01;8,79E-01;1,00E+00;5,37E-01;3,93E-01;1,68E-06;9,07E-07;;
150;1,00E+00;9,92E-01;1,18E-01;3,05E-03;0,00E+00;8,14E-01;8,54E-08;7,32E-08;;
165;1,00E+00;9,89E-01;8,50E-01;2,45E-02;0,00E+00;9,84E-01;2,30E-06;1,14E-06;;
90;9,91E-01;7,11E-01;0,00E+00;4,18E-02;8,33E-01;1,00E+00;1,65E-08;8,21E-09;;
360;8,19E-02;0,00E+00;4,74E-01;8,26E-01;2,54E-01;1,00E+00;7,58E-08;6,16E-08;;
150;9,96E-01;1,00E+00;9,54E-01;0,00E+00;5,25E-02;9,17E-01;2,25E-06;1,18E-06;;
270;0,00E+00;7,43E-01;9,91E-01;1,00E+00;7,22E-01;5,56E-02;1,97E-06;9,03E-07;;
75;8,95E-01;1,00E+00;0,00E+00;2,77E-01;9,21E-01;9,39E-01;1,65E-06;3,59E-07;;
120;1,00E+00;9,74E-01;1,63E-01;0,00E+00;5,75E-01;9,77E-01;5,13E-08;2,80E-08;;
300;0,00E+00;9,71E-01;1,00E+00;9,90E-01;9,74E-01;3,59E-01;2,38E-06;8,31E-07;;
255;1,21E-01;9,75E-01;1,00E+00;9,88E-01;9,41E-01;0,00E+00;1,83E-06;8,87E-07;;
60;9,56E-01;8,69E-01;0,00E+00;3,65E-01;9,86E-01;1,00E+00;2,22E-06;9,04E-07;;
75;8,54E-01;1,00E+00;0,00E+00;1,76E-01;9,12E-01;8,24E-01;1,56E-06;6,46E-07;;
360;7,99E-02;0,00E+00;7,21E-01;9,97E-01;7,30E-01;1,00E+00;4,59E-08;3,04E-08;;
165;9,94E-01;1,00E+00;3,67E-01;1,94E-02;0,00E+00;4,65E-01;1,01E-06;8,21E-07;;
180;9,26E-01;4,54E-01;1,00E+00;7,07E-01;0,00E+00;3,80E-01;7,08E-07;2,42E-07;;
105;1,00E+00;9,16E-01;7,02E-02;0,00E+00;9,93E-01;9,80E-01;1,19E-07;6,80E-08;;
225;2,09E-01;3,67E-01;1,00E+00;9,32E-01;2,61E-01;0,00E+00;3,89E-08;2,74E-08;;
60;9,82E-01;1,00E+00;0,00E+00;4,30E-01;9,81E-01;9,90E-01;3,92E-07;1,71E-07;;
30;8,36E-01;0,00E+00;1,74E-02;2,81E-01;1,00E+00;9,34E-01;1,87E-06;1,24E-06;;
90;9,99E-01;7,84E-01;0,00E+00;7,85E-03;7,28E-01;1,00E+00;1,65E-06;8,55E-07;;
255;2,25E-01;9,01E-01;9,56E-01;9,46E-01;1,00E+00;0,00E+00;2,54E-06;8,29E-07;;
90;9,85E-01;8,90E-01;0,00E+00;1,00E-02;8,83E-01;1,00E+00;1,96E-06;1,13E-06;;
285;0,00E+00;9,58E-01;1,00E+00;9,99E-01;9,78E-01;1,89E-01;2,57E-06;8,18E-07;;
225;2,26E-01;3,89E-01;1,00E+00;9,38E-01;2,83E-01;0,00E+00;1,26E-08;8,25E-09;;
315;0,00E+00;1,21E-01;9,89E-01;9,80E-01;1,00E+00;3,48E-01;4,64E-08;3,31E-08;;
120;9,61E-01;1,00E+00;2,63E-01;0,00E+00;2,90E-01;9,74E-01;2,06E-06;1,17E-06;;
360;4,47E-01;0,00E+00;1,00E+00;7,57E-01;7,54E-01;8,29E-01;8,20E-07;2,18E-07;;
285;0,00E+00;1,00E+00;8,45E-01;8,43E-01;9,75E-01;1,59E-01;1,58E-06;5,95E-07;;
195;9,82E-01;4,42E-01;9,71E-01;1,00E+00;0,00E+00;5,89E-03;4,37E-08;3,26E-08;;
30;8,82E-01;1,36E-02;0,00E+00;1,00E+00;9,01E-01;8,70E-01;1,52E-06;6,17E-07;;
195;9,51E-01;6,17E-01;1,00E+00;9,55E-01;2,28E-04;0,00E+00;7,01E-07;4,99E-07;;
30;7,73E-01;0,00E+00;5,37E-03;1,87E-01;1,00E+00;9,62E-01;1,77E-07;1,45E-07;;
120;1,00E+00;9,91E-01;1,61E-01;0,00E+00;6,56E-01;9,87E-01;3,39E-07;1,89E-07;;
195;9,99E-01;4,19E-01;1,00E+00;9,94E-01;0,00E+00;5,23E-03;6,37E-07;4,93E-07;;
90;9,70E-01;7,31E-01;0,00E+00;5,78E-02;1,00E+00;9,65E-01;1,60E-06;3,08E-07;;
300;0,00E+00;9,41E-01;9,73E-01;9,82E-01;1,00E+00;2,52E-01;5,74E-08;2,80E-08;;
270;0,00E+00;7,35E-01;9,79E-01;1,00E+00;7,32E-01;6,07E-02;2,32E-06;8,49E-07;;
135;1,00E+00;9,62E-01;4,19E-01;0,00E+00;1,91E-01;9,57E-01;1,81E-06;1,03E-06;;
105;1,00E+00;9,19E-01;1,04E-01;0,00E+00;9,83E-01;9,43E-01;1,83E-06;8,49E-07;;
75;9,84E-01;1,00E+00;0,00E+00;1,49E-01;9,49E-01;9,85E-01;2,04E-06;1,02E-06;;
30;9,97E-01;0,00E+00;8,03E-02;3,86E-01;1,00E+00;7,31E-01;7,52E-07;2,48E-07;;
135;1,00E+00;9,87E-01;5,46E-01;0,00E+00;2,76E-01;9,43E-01;2,17E-06;8,89E-07;;
225;2,84E-01;1,00E+00;9,67E-01;9,72E-01;1,46E-01;0,00E+00;1,43E-08;1,02E-08;;
30;7,49E-01;0,00E+00;3,36E-03;1,57E-01;1,00E+00;9,51E-01;1,04E-06;9,08E-07;;
30;8,28E-01;0,00E+00;1,96E-02;2,88E-01;1,00E+00;9,24E-01;1,91E-06;1,23E-06;;
90;1,00E+00;9,26E-01;9,02E-03;0,00E+00;8,24E-01;9,93E-01;1,55E-06;3,65E-07;;
120;6,89E-01;1,00E+00;4,81E-01;0,00E+00;3,45E-01;9,19E-01;7,90E-07;2,05E-07;;
120;2,51E-01;3,21E-01;4,17E-01;0,00E+00;1,00E+00;3,44E-01;8,49E-07;5,46E-08;;
135;9,67E-01;1,00E+00;2,58E-01;0,00E+00;3,96E-02;9,32E-01;1,41E-06;1,08E-06;;
