Angle reel (degres);Pastille 1;Pastille 2;Pastille 3;Pastille 4;Pastille 5;Pastille 6;Moyenne reelle;Ecart type reel (degres);;
120;7,64E-01;9,94E-01;1,00E+00;9,58E-01;2,96E-02;0,00E+00;5,03E-08;3,21E-08;;
120;7,03E-01;9,83E-01;1,00E+00;9,57E-01;1,82E-02;0,00E+00;1,90E-06;1,30E-06;;
105;9,49E-01;9,89E-01;1,00E+00;4,99E-01;0,00E+00;3,91E-02;2,06E-07;1,44E-07;;
300;9,63E-01;2,70E-02;0,00E+00;8,51E-01;9,99E-01;1,00E+00;1,92E-06;1,22E-06;;
105;1,00E+00;8,77E-01;9,60E-01;7,32E-01;0,00E+00;1,39E-01;1,42E-06;6,05E-07;;
150;1,07E-01;9,64E-01;9,73E-01;1,00E+00;4,11E-01;0,00E+00;1,98E-06;1,22E-06;;
120;5,58E-01;9,97E-01;1,00E+00;9,27E-01;1,83E-03;0,00E+00;1,19E-06;8,82E-07;;
360;1,00E+00;9,15E-01;3,86E-04;0,00E+00;8,92E-01;9,91E-01;2,06E-06;1,31E-06;;
150;1,27E-01;9,60E-01;9,84E-01;1,00E+00;5,31E-01;0,00E+00;2,10E-06;1,10E-06;;
315;9,95E-01;1,63E-01;0,00E+00;1,82E-01;1,00E+00;9,90E-01;1,84E-06;1,25E-06;;
195;0,00E+00;8,51E-01;9,38E-01;9,53E-01;1,00E+00;2,58E-02;7,60E-07;4,88E-07;;
285;9,04E-01;0,00E+00;6,05E-02;8,91E-01;1,00E+00;9,46E-01;2,55E-07;1,59E-07;;
90;9,81E-01;9,38E-01;1,00E+00;6,24E-01;0,00E+00;6,11E-01;2,21E-06;1,07E-06;;
255;2,50E-02;0,00E+00;9,09E-01;9,94E-01;1,00E+00;8,91E-01;1,28E-06;8,75E-07;;
345;1,00E+00;8,18E-01;0,00E+00;1,91E-02;9,51E-01;9,98E-01;2,18E-07;1,45E-07;;
165;4,44E-02;9,71E-01;9,92E-01;1,00E+00;6,76E-01;0,00E+00;3,26E-07;2,14E-07;;
330;9,92E-01;1,63E-01;0,00E+00;2,09E-02;9,75E-01;1,00E+00;1,29E-08;1,12E-08;;
90;9,63E-01;1,00E+00;9,71E-01;5,36E-01;0,00E+00;5,35E-01;7,80E-07;4,14E-07;;
165;4,89E-02;9,51E-01;1,00E+00;9,77E-01;9,59E-01;0,00E+00;1,73E-06;9,54E-07;;
30;9,99E-01;1,00E+00;2,41E-01;0,00E+00;2,54E-01;9,99E-01;2,01E-06;1,19E-06;;
120;1,00E+00;8,31E-01;8,48E-01;8,99E-01;0,00E+00;6,74E-03;1,48E-06;6,53E-07;;
90;9,99E-01;1,00E+00;9,93E-01;4,92E-01;0,00E+00;4,95E-01;1,34E-06;7,47E-07;;
165;4,20E-02;9,36E-01;9,70E-01;1,00E+00;9,62E-01;0,00E+00;1,17E-07;6,90E-08;;
300;9,99E-01;3,74E-02;0,00E+00;8,64E-01;9,89E-01;1,00E+00;1,64E-06;9,74E-07;;
165;2,46E-02;1,00E+00;9,59E-01;9,79E-01;8,47E-01;0,00E+00;1,95E-06;1,28E-06;;
15;9,79E-01;1,00E+00;1,01E-01;0,00E+00;8,13E-01;9,82E-01;2,17E-06;1,19E-06;;
30;1,00E+00;9,64E-01;5,07E-02;0,00E+00;2,84E-01;9,91E-01;1,65E-06;1,27E-06;;
300;9,73E-01;2,36E-02;0,00E+00;8,07E-01;9,89E-01;1,00E+00;1,60E-06;1,04E-06;;
210;0,00E+00;1,11E-01;9,77E-01;1,00E+00;9,68E-01;1,05E-01;4,29E-08;3,51E-08;;
285;8,86E-01;0,00E+00;5,64E-03;8,86E-01;1,00E+00;9,95E-01;1,28E-06;8,95E-07;;
255;8,67E-02;0,00E+00;9,49E-01;1,00E+00;9,93E-01;9,71E-01;1,66E-06;1,01E-06;;
195;0,00E+00;8,77E-01;9,38E-01;9,58E-01;1,00E+00;3,65E-02;1,36E-06;8,38E-07;;
210;0,00E+00;3,09E-01;9,92E-01;1,00E+00;9,87E-01;6,13E-02;1,80E-06;1,34E-06;;
105;1,00E+00;8,08E-01;8,75E-01;9,70E-01;0,00E+00;1,56E-01;1,51E-06;6,28E-07;;
105;8,85E-01;1,00E+00;9,63E-01;9,24E-01;0,00E+00;7,26E-02;1,61E-08;9,91E-09;;
345;9,86E-01;7,83E-01;0,00E+00;1,43E-02;9,59E-01;1,00E+00;1,81E-06;1,24E-06;;
225;0,00E+00;9,40E-02;9,27E-01;1,00E+00;9,80E-01;1,08E-01;1,82E-07;1,47E-07;;
75;9,88E-01;1,00E+00;9,82E-01;7,53E-02;0,00E+00;9,78E-01;1,92E-06;1,14E-06;;
330;9,82E-01;1,23E-01;0,00E+00;1,19E-01;9,53E-01;1,00E+00;1,88E-07;1,51E-07;;
285;8,52E-01;0,00E+00;1,00E-02;8,57E-01;1,00E+00;9,92E-01;7,24E-07;5,07E-07;;
75;9,08E-01;8,61E-01;1,00E+00;1,37E-01;0,00E+00;7,12E-01;1,42E-06;5,98E-07;;
105;9,05E-01;1,00E+00;9,84E-01;9,05E-01;0,00E+00;1,19E-02;1,57E-06;1,09E-06;;
330;9,94E-01;1,69E-01;0,00E+00;2,22E-02;9,78E-01;1,00E+00;2,72E-07;2,34E-07;;
225;0,00E+00;1,06E-01;9,50E-01;1,00E+00;9,90E-01;1,15E-01;2,78E-07;2,20E-07;;
240;0,00E+00;2,82E-02;8,52E-01;1,00E+00;9,94E-01;8,30E-01;2,18E-07;1,35E-07;;
180;1,11E-03;7,98E-01;1,00E+00;9,84E-01;7,56E-01;0,00E+00;7,15E-07;4,65E-07;;
150;1,18E-01;9,61E-01;1,00E+00;9,84E-01;4,93E-01;0,00E+00;1,88E-06;1,09E-06;;
300;1,00E+00;5,66E-02;0,00E+00;8,98E-01;9,63E-01;1,00E+00;2,05E-06;1,06E-06;;
210;0,00E+00;5,00E-01;9,41E-01;1,00E+00;9,73E-01;9,16E-02;3,23E-07;1,96E-07;;
240;0,00E+00;1,92E-03;9,10E-01;1,00E+00;9,97E-01;5,55E-01;6,74E-07;5,02E-07;;
210;0,00E+00;6,53E-01;9,86E-01;9,97E-01;1,00E+00;1,63E-01;2,27E-06;9,74E-07;;
120;7,49E-01;1,00E+00;9,96E-01;9,75E-01;1,11E-02;0,00E+00;3,15E-07;2,15E-07;;
270;4,05E-01;0,00E+00;4,13E-01;9,76E-01;1,00E+00;9,65E-01;7,31E-07;4,40E-07;;
270;6,58E-01;0,00E+00;6,72E-01;1,00E+00;9,76E-01;9,74E-01;2,23E-06;1,02E-06;;
345;1,00E+00;9,47E-01;0,00E+00;5,66E-02;9,71E-01;9,69E-01;2,18E-06;1,15E-06;;
210;0,00E+00;5,23E-01;1,00E+00;9,74E-01;9,31E-01;1,64E-01;1,31E-06;5,92E-07;;
300;1,00E+00;4,15E-02;0,00E+00;8,53E-01;9,55E-01;9,52E-01;2,09E-06;1,22E-06;;
105;8,49E-01;1,00E+00;9,78E-01;8,71E-01;0,00E+00;3,32E-02;2,12E-07;1,42E-07;;
210;0,00E+00;2,83E-01;9,95E-01;1,00E+00;9,68E-01;5,21E-02;1,65E-06;1,27E-06;;
180;0,00E+00;9,71E-01;9,91E-01;1,00E+00;9,29E-01;3,99E-03;2,20E-06;1,20E-06;;
105;9,98E-01;1,00E+00;9,93E-01;9,93E-01;0,00E+00;1,35E-01;2,24E-06;1,16E-06;;
30;1,00E+00;9,58E-01;8,08E-02;0,00E+00;4,02E-01;9,59E-01;1,72E-06;1,14E-06;;
150;2,05E-02;9,78E-01;1,00E+00;9,90E-01;1,59E-01;0,00E+00;1,79E-07;1,56E-07;;
240;0,00E+00;8,07E-02;9,94E-01;8,22E-01;7,68E-01;1,00E+00;7,39E-07;2,79E-07;;
285;8,88E-01;0,00E+00;3,04E-02;8,86E-01;9,92E-01;1,00E+00;1,80E-06;1,21E-06;;
15;9,57E-01;1,00E+00;5,26E-02;0,00E+00;8,89E-01;9,59E-01;1,70E-06;9,39E-07;;
360;9,87E-01;7,97E-01;2,03E-04;0,00E+00;8,49E-01;1,00E+00;1,64E-06;9,07E-07;;
90;9,00E-01;1,00E+00;9,37E-01;6,00E-01;0,00E+00;5,86E-01;2,69E-07;1,29E-07;;
285;9,04E-01;0,00E+00;1,40E-02;9,06E-01;1,00E+00;9,79E-01;1,81E-06;1,25E-06;;
165;1,56E-02;9,35E-01;1,00E+00;9,76E-01;8,02E-01;0,00E+00;2,51E-07;1,68E-07;;
345;9,83E-01;7,28E-01;0,00E+00;1,08E-02;9,52E-01;1,00E+00;2,44E-07;1,70E-07;;
45;1,00E+00;9,94E-01;4,26E-02;0,00E+00;3,70E-02;9,62E-01;1,73E-07;1,61E-07;;
195;0,00E+00;9,23E-01;9,79E-01;1,00E+00;9,71E-01;3,47E-02;1,96E-06;1,17E-06;;
30;1,00E+00;9,78E-01;1,16E-01;0,00E+00;5,40E-01;9,72E-01;1,87E-06;1,04E-06;;
180;9,58E-04;8,10E-01;1,00E+00;9,82E-01;8,26E-01;0,00E+00;3,15E-07;2,08E-07;;
180;0,00E+00;7,94E-01;9,97E-01;1,00E+00;8,42E-01;4,04E-04;2,34E-07;1,62E-07;;
285;9,09E-01;0,00E+00;5,42E-02;9,13E-01;1,00E+00;9,86E-01;1,32E-06;8,59E-07;;
60;9,95E-01;1,00E+00;6,83E-01;0,00E+00;6,28E-03;9,06E-01;7,05E-07;5,04E-07;;
300;9,29E-01;2,00E-02;0,00E+00;7,56E-01;1,00E+00;9,97E-01;1,06E-07;7,09E-08;;
225;0,00E+00;4,14E-02;9,44E-01;9,87E-01;1,00E+00;4,97E-01;2,07E-07;1,44E-07;;
90;9,89E-01;1,00E+00;9,84E-01;5,62E-01;0,00E+00;5,64E-01;1,69E-06;8,79E-07;;
105;9,57E-01;1,00E+00;9,83E-01;4,93E-01;0,00E+00;4,25E-02;2,35E-07;1,63E-07;;
45;1,00E+00;9,98E-01;2,12E-01;0,00E+00;1,99E-01;9,89E-01;1,93E-06;1,19E-06;;
120;7,83E-01;9,66E-01;1,00E+00;9,29E-01;3,79E-02;0,00E+00;3,31E-07;2,03E-07;;
15;9,92E-01;1,00E+00;1,17E-02;0,00E+00;7,99E-01;9,96E-01;1,57E-06;1,09E-06;;
360;9,84E-01;7,36E-01;1,62E-03;0,00E+00;8,31E-01;1,00E+00;2,39E-07;1,53E-07;;
345;1,00E+00;9,35E-01;0,00E+00;4,39E-02;9,42E-01;9,70E-01;1,17E-07;6,90E-08;;
345;9,89E-01;8,84E-01;0,00E+00;2,77E-02;9,64E-01;1,00E+00;1,64E-08;1,03E-08;;
270;5,31E-01;0,00E+00;5,37E-01;1,00E+00;9,90E-01;9,89E-01;2,07E-06;1,10E-06;;
285;9,63E-01;0,00E+00;8,75E-02;9,72E-01;1,00E+00;9,87E-01;1,92E-06;1,14E-06;;
210;0,00E+00;2,07E-01;9,93E-01;1,00E+00;9,79E-01;2,05E-02;6,28E-07;5,35E-07;;
270;5,40E-01;0,00E+00;5,42E-01;1,00E+00;9,85E-01;9,92E-01;2,00E-06;1,06E-06;;
150;1,25E-01;9,64E-01;1,00E+00;1,00E+00;5,08E-01;0,00E+00;1,96E-06;1,10E-06;;
150;6,35E-02;9,77E-01;9,95E-01;1,00E+00;4,73E-01;0,00E+00;7,08E-07;4,90E-07;;
225;0,00E+00;5,12E-02;9,89E-01;1,00E+00;9,97E-01;5,47E-02;1,28E-06;1,17E-06;;
270;6,28E-01;0,00E+00;5,90E-01;9,13E-01;1,00E+00;9,49E-01;3,55E-07;1,69E-07;;
345;9,62E-01;6,54E-01;0,00E+00;3,08E-02;9,77E-01;1,00E+00;4,96E-08;3,38E-08;;
30;1,00E+00;9,70E-01;1,05E-01;0,00E+00;1,12E-01;9,74E-01;4,29E-08;3,51E-08;;
285;1,00E+00;0,00E+00;1,79E-01;9,42E-01;5,95E-01;7,58E-01;7,95E-07;2,30E-07;;
345;9,96E-01;8,23E-01;0,00E+00;1,79E-02;9,58E-01;1,00E+00;3,32E-07;2,19E-07;;
225;0,00E+00;9,85E-02;9,45E-01;1,00E+00;9,74E-01;1,06E-01;2,09E-07;1,69E-07;;
285;8,72E-01;0,00E+00;4,68E-02;8,91E-01;1,00E+00;9,73E-01;7,43E-07;4,94E-07;;
285;9,41E-01;0,00E+00;9,37E-02;9,47E-01;9,48E-01;1,00E+00;2,20E-06;1,28E-06;;
330;9,96E-01;2,36E-01;0,00E+00;2,14E-01;9,65E-01;1,00E+00;1,79E-06;1,15E-06;;
225;0,00E+00;1,17E-01;9,41E-01;9,51E-01;1,00E+00;1,22E-01;6,46E-07;5,17E-07;;
330;9,83E-01;2,07E-01;0,00E+00;2,14E-02;9,80E-01;1,00E+00;6,25E-07;5,32E-07;;
45;9,58E-01;1,00E+00;6,33E-01;0,00E+00;8,95E-02;9,30E-01;1,93E-06;1,13E-06;;
315;1,00E+00;1,40E-01;0,00E+00;7,08E-01;9,02E-01;8,52E-01;1,42E-06;5,95E-07;;
345;9,88E-01;1,00E+00;0,00E+00;3,37E-02;9,36E-01;9,95E-01;1,37E-06;8,42E-07;;
135;8,17E-02;1,00E+00;9,88E-01;9,60E-01;7,34E-02;0,00E+00;2,71E-07;2,32E-07;;
360;1,00E+00;8,40E-01;1,06E-03;0,00E+00;8,23E-01;9,90E-01;3,12E-07;2,15E-07;;
45;1,00E+00;9,77E-01;1,11E-01;0,00E+00;9,78E-02;9,57E-01;2,10E-07;1,69E-07;;
240;0,00E+00;3,70E-02;9,31E-01;9,60E-01;1,00E+00;9,06E-01;1,99E-06;1,18E-06;;
180;0,00E+00;8,67E-01;1,00E+00;9,99E-01;8,85E-01;1,90E-03;2,09E-06;1,20E-06;;
105;8,72E-01;1,00E+00;9,90E-01;8,82E-01;0,00E+00;7,98E-03;1,06E-07;7,41E-08;;
30;9,99E-01;9,85E-01;2,36E-01;0,00E+00;2,44E-01;1,00E+00;1,96E-06;1,19E-06;;
90;9,72E-01;1,00E+00;9,87E-01;5,53E-01;0,00E+00;5,50E-01;5,29E-08;2,76E-08;;
60;9,89E-01;1,00E+00;6,87E-01;0,00E+00;1,50E-02;9,78E-01;1,82E-06;1,26E-06;;
315;1,00E+00;6,87E-02;0,00E+00;5,25E-01;9,50E-01;9,63E-01;1,77E-06;1,16E-06;;
75;1,00E+00;9,94E-01;8,82E-01;1,37E-02;0,00E+00;8,85E-01;1,28E-06;8,89E-07;;
75;9,79E-01;1,00E+00;8,65E-01;7,45E-03;0,00E+00;8,64E-01;4,84E-08;3,39E-08;;
75;9,68E-01;1,00E+00;8,87E-01;4,28E-02;0,00E+00;8,51E-01;3,20E-07;2,10E-07;;
120;9,67E-01;7,07E-01;7,63E-01;1,00E+00;6,18E-02;0,00E+00;7,49E-07;2,89E-07;;
330;9,68E-01;4,20E-01;0,00E+00;1,20E-01;1,00E+00;9,60E-01;1,22E-06;7,15E-07;;
135;1,43E-01;9,33E-01;9,52E-01;1,00E+00;1,60E-01;0,00E+00;2,97E-07;2,10E-07;;
330;9,88E-01;2,58E-01;0,00E+00;4,01E-02;1,00E+00;9,98E-01;1,37E-08;1,07E-08;;
75;1,00E+00;9,99E-01;9,04E-01;6,01E-02;0,00E+00;9,16E-01;2,54E-07;1,58E-07;;
300;9,04E-01;1,15E-01;0,00E+00;1,00E+00;5,40E-01;6,37E-01;8,00E-07;1,87E-07;;
105;9,59E-01;1,00E+00;9,99E-01;4,59E-01;0,00E+00;2,55E-02;6,79E-07;5,08E-07;;
240;0,00E+00;4,16E-02;9,52E-01;9,67E-01;1,00E+00;9,43E-01;2,16E-06;1,24E-06;;
210;0,00E+00;2,47E-01;9,83E-01;1,00E+00;9,54E-01;3,43E-02;4,31E-08;3,46E-08;;
30;1,00E+00;9,92E-01;7,86E-02;0,00E+00;5,00E-01;9,24E-01;1,54E-08;9,48E-09;;
75;9,85E-01;1,00E+00;8,64E-01;2,80E-03;0,00E+00;8,60E-01;7,25E-07;5,12E-07;;
180;6,76E-04;7,94E-01;1,00E+00;9,92E-01;8,21E-01;0,00E+00;1,29E-06;8,05E-07;;
345;1,00E+00;9,03E-01;0,00E+00;5,39E-02;9,58E-01;9,93E-01;2,20E-06;1,23E-06;;
165;3,36E-02;9,37E-01;9,93E-01;9,87E-01;1,00E+00;0,00E+00;1,37E-06;8,42E-07;;
120;8,48E-01;9,76E-01;9,76E-01;1,00E+00;4,18E-02;0,00E+00;2,01E-06;1,19E-06;;
360;1,00E+00;8,77E-01;0,00E+00;9,48E-05;9,20E-01;9,99E-01;2,05E-06;1,17E-06;;
195;0,00E+00;7,03E-01;9,65E-01;1,00E+00;9,99E-01;4,16E-02;1,07E-07;7,09E-08;;
90;9,94E-01;1,00E+00;9,92E-01;6,15E-01;0,00E+00;6,14E-01;1,74E-06;8,62E-07;;
60;9,92E-01;1,00E+00;7,14E-01;0,00E+00;1,79E-02;9,78E-01;1,90E-06;1,30E-06;;
330;9,83E-01;2,53E-01;0,00E+00;3,93E-02;9,77E-01;1,00E+00;1,89E-07;1,50E-07;;
45;9,93E-01;1,00E+00;1,70E-01;0,00E+00;1,53E-01;9,29E-01;1,39E-08;9,69E-09;;
45;1,00E+00;9,98E-01;2,47E-02;0,00E+00;2,26E-02;9,88E-01;1,03E-06;9,89E-07;;
210;0,00E+00;6,25E-01;9,67E-01;9,81E-01;1,00E+00;1,52E-01;2,21E-06;9,93E-07;;
150;8,15E-03;9,78E-01;1,00E+00;9,96E-01;1,12E-01;0,00E+00;6,04E-07;5,54E-07;;
120;7,77E-01;9,15E-01;9,53E-01;1,00E+00;2,67E-02;0,00E+00;1,30E-06;7,86E-07;;
150;1,53E-01;9,86E-01;9,90E-01;1,00E+00;6,28E-01;0,00E+00;2,22E-06;9,99E-07;;
90;9,79E-01;1,00E+00;9,85E-01;5,63E-01;0,00E+00;5,76E-01;2,33E-07;1,19E-07;;
240;0,00E+00;4,29E-04;9,74E-01;1,00E+00;1,00E+00;8,80E-01;2,07E-06;1,18E-06;;
135;1,84E-01;9,76E-01;9,92E-01;1,00E+00;1,91E-01;0,00E+00;1,76E-06;1,15E-06;;
330;9,60E-01;4,93E-01;0,00E+00;6,88E-02;9,64E-01;1,00E+00;4,92E-08;3,15E-08;;
300;9,18E-01;5,86E-03;0,00E+00;6,84E-01;1,00E+00;9,96E-01;7,03E-07;5,03E-07;;
120;1,00E+00;5,40E-01;6,33E-01;9,20E-01;1,08E-01;0,00E+00;8,02E-07;1,90E-07;;
315;9,84E-01;5,11E-02;0,00E+00;5,73E-02;1,00E+00;9,94E-01;1,05E-06;9,58E-07;;
165;9,97E-03;9,55E-01;1,00E+00;9,92E-01;7,39E-01;0,00E+00;3,19E-07;2,21E-07;;
285;8,95E-01;0,00E+00;6,23E-02;8,58E-01;1,00E+00;9,35E-01;1,11E-07;6,94E-08;;
15;9,82E-01;1,00E+00;6,62E-02;0,00E+00;9,94E-01;9,73E-01;2,31E-06;1,16E-06;;
330;1,00E+00;6,85E-01;0,00E+00;2,50E-01;9,07E-01;8,36E-01;7,41E-07;1,85E-07;;
165;1,89E-02;9,51E-01;9,92E-01;1,00E+00;8,16E-01;0,00E+00;2,18E-07;1,45E-07;;
45;1,00E+00;9,75E-01;4,67E-01;0,00E+00;3,44E-02;9,55E-01;4,70E-08;3,37E-08;;
330;9,75E-01;6,35E-01;0,00E+00;1,56E-01;1,00E+00;9,68E-01;2,27E-06;9,75E-07;;
45;1,00E+00;9,71E-01;1,18E-01;0,00E+00;1,01E-01;9,47E-01;1,32E-08;1,05E-08;;
195;0,00E+00;9,29E-01;9,99E-01;1,00E+00;9,56E-01;4,78E-02;5,23E-08;3,11E-08;;
135;2,93E-01;9,10E-01;8,42E-01;1,00E+00;3,07E-01;0,00E+00;1,40E-06;4,53E-07;;
360;9,99E-01;8,39E-01;0,00E+00;7,26E-03;8,82E-01;1,00E+00;1,96E-06;1,07E-06;;
195;0,00E+00;9,77E-01;9,97E-01;1,00E+00;9,99E-01;5,42E-02;2,08E-06;1,14E-06;;
315;1,00E+00;4,08E-02;0,00E+00;4,23E-02;9,85E-01;9,96E-01;1,26E-08;1,16E-08;;
255;3,90E-02;0,00E+00;8,95E-01;1,00E+00;1,00E+00;8,90E-01;7,43E-07;4,96E-07;;
345;1,00E+00;9,55E-01;0,00E+00;3,81E-02;9,28E-01;9,77E-01;2,31E-07;1,35E-07;;
240;0,00E+00;2,33E-02;9,21E-01;9,56E-01;1,00E+00;8,38E-01;1,60E-06;1,04E-06;;
225;0,00E+00;2,79E-02;9,60E-01;9,98E-01;1,00E+00;4,58E-01;6,80E-07;5,07E-07;;
105;9,21E-01;9,52E-01;1,00E+00;9,15E-01;0,00E+00;8,14E-02;1,99E-06;1,21E-06;;
255;1,06E-02;0,00E+00;8,66E-01;9,88E-01;1,00E+00;8,91E-01;2,40E-07;1,67E-07;;
345;9,94E-01;7,30E-01;0,00E+00;3,64E-03;9,68E-01;1,00E+00;1,26E-06;8,95E-07;;
270;6,31E-01;0,00E+00;6,49E-01;1,00E+00;7,74E-01;9,75E-01;7,40E-07;3,10E-07;;
165;9,70E-03;9,83E-01;9,94E-01;1,00E+00;8,27E-01;0,00E+00;1,31E-06;9,00E-07;;
45;9,60E-01;1,00E+00;2,10E-01;0,00E+00;1,96E-01;9,76E-01;1,73E-06;1,09E-06;;
255;9,52E-02;0,00E+00;5,83E-01;9,66E-01;9,47E-01;1,00E+00;1,92E-06;1,14E-06;;
345;9,89E-01;8,30E-01;0,00E+00;2,15E-02;9,78E-01;1,00E+00;1,60E-08;1,06E-08;;
195;0,00E+00;8,91E-01;8,80E-01;8,32E-01;1,00E+00;4,90E-02;1,39E-06;7,56E-07;;
285;4,63E-01;0,00E+00;3,15E-02;9,47E-01;1,00E+00;9,63E-01;4,70E-08;3,37E-08;;
315;1,00E+00;1,04E-01;0,00E+00;5,94E-01;9,45E-01;9,38E-01;2,10E-06;1,19E-06;;
150;8,04E-02;9,67E-01;1,00E+00;9,74E-01;5,42E-01;0,00E+00;1,55E-08;9,44E-09;;
240;0,00E+00;9,84E-03;9,60E-01;9,88E-01;1,00E+00;6,91E-01;1,49E-08;1,03E-08;;
120;7,40E-01;1,00E+00;9,89E-01;9,75E-01;1,08E-02;0,00E+00;2,08E-07;1,43E-07;;
360;1,00E+00;8,81E-01;1,28E-03;0,00E+00;8,66E-01;9,98E-01;2,09E-06;1,20E-06;;
315;1,00E+00;3,12E-01;0,00E+00;2,87E-01;9,25E-01;8,67E-01;1,40E-06;4,57E-07;;
75;9,93E-01;1,00E+00;8,57E-01;9,97E-03;0,00E+00;8,60E-01;7,24E-07;5,07E-07;;
210;0,00E+00;2,63E-01;9,81E-01;1,00E+00;9,54E-01;4,42E-02;2,18E-07;1,70E-07;;
270;6,90E-01;0,00E+00;6,78E-01;9,80E-01;1,00E+00;9,81E-01;1,81E-06;8,29E-07;;
345;9,95E-01;7,37E-01;0,00E+00;1,01E-02;9,63E-01;1,00E+00;1,52E-08;1,05E-08;;
210;0,00E+00;4,60E-01;1,00E+00;7,59E-01;9,72E-01;3,96E-01;7,52E-07;1,66E-07;;
330;9,77E-01;5,35E-01;0,00E+00;7,99E-02;9,48E-01;1,00E+00;3,26E-07;1,97E-07;;
270;5,27E-01;0,00E+00;5,26E-01;9,81E-01;1,00E+00;9,88E-01;3,42E-07;1,83E-07;;
135;4,02E-02;9,90E-01;9,99E-01;1,00E+00;3,78E-02;0,00E+00;1,73E-07;1,62E-07;;
120;8,02E-01;9,85E-01;1,00E+00;8,58E-01;1,43E-03;0,00E+00;1,53E-08;1,00E-08;;
120;8,82E-01;9,45E-01;9,45E-01;1,00E+00;5,83E-02;0,00E+00;2,16E-06;1,09E-06;;
150;6,54E-02;9,68E-01;1,00E+00;9,73E-01;5,30E-01;0,00E+00;1,08E-07;6,78E-08;;
60;9,84E-01;1,00E+00;7,09E-01;0,00E+00;1,89E-02;9,90E-01;1,98E-06;1,34E-06;;
150;4,60E-01;9,74E-01;7,88E-01;1,00E+00;4,13E-01;0,00E+00;7,51E-07;1,66E-07;;
30;1,00E+00;9,19E-01;8,14E-02;0,00E+00;4,08E-01;9,74E-01;1,76E-06;1,15E-06;;
15;9,23E-01;1,00E+00;6,98E-02;0,00E+00;9,29E-01;9,27E-01;2,22E-06;1,00E-06;;
285;8,73E-01;0,00E+00;3,34E-02;8,47E-01;1,00E+00;9,74E-01;2,12E-07;1,42E-07;;
195;0,00E+00;7,99E-01;1,00E+00;9,93E-01;9,99E-01;1,48E-02;1,82E-06;1,24E-06;;
135;1,20E-01;9,69E-01;9,40E-01;1,00E+00;1,14E-01;0,00E+00;6,47E-07;5,19E-07;;
60;9,94E-01;1,00E+00;8,53E-01;0,00E+00;3,13E-03;9,35E-01;1,60E-06;1,03E-06;;
225;0,00E+00;1,32E-01;9,69E-01;9,63E-01;1,00E+00;1,38E-01;1,14E-06;8,74E-07;;
360;1,00E+00;8,54E-01;1,80E-03;0,00E+00;8,25E-01;9,95E-01;1,54E-06;1,07E-06;;
315;1,00E+00;4,83E-02;0,00E+00;5,11E-01;9,58E-01;9,99E-01;3,07E-07;2,09E-07;;
270;4,41E-01;0,00E+00;4,50E-01;9,96E-01;1,00E+00;9,75E-01;3,28E-07;1,91E-07;;
45;9,87E-01;1,00E+00;1,61E-01;0,00E+00;1,42E-01;9,40E-01;1,94E-07;1,38E-07;;
75;1,00E+00;9,68E-01;9,22E-01;5,36E-02;0,00E+00;9,04E-01;1,91E-06;1,23E-06;;
15;1,00E+00;9,42E-01;9,86E-03;0,00E+00;7,39E-01;9,93E-01;2,10E-07;1,47E-07;;
75;9,64E-01;1,00E+00;9,59E-01;3,90E-02;0,00E+00;5,10E-01;4,62E-08;3,24E-08;;
210;0,00E+00;4,62E-01;9,26E-01;1,00E+00;9,74E-01;6,83E-02;4,83E-08;3,10E-08;;
165;5,39E-02;9,65E-01;1,00E+00;9,96E-01;9,55E-01;0,00E+00;2,01E-06;1,07E-06;;
240;0,00E+00;4,72E-02;1,00E+00;8,51E-01;8,06E-01;8,57E-01;6,89E-07;3,34E-07;;
135;4,06E-01;7,83E-01;6,73E-01;1,00E+00;4,51E-01;0,00E+00;7,66E-07;1,09E-07;;
165;5,16E-02;9,59E-01;9,99E-01;1,00E+00;8,91E-01;0,00E+00;2,09E-06;1,22E-06;;
315;1,00E+00;1,45E-01;0,00E+00;1,41E-01;9,92E-01;9,95E-01;1,59E-06;1,18E-06;;
60;9,75E-01;1,00E+00;8,00E-01;0,00E+00;2,59E-02;9,51E-01;1,91E-06;1,22E-06;;
75;1,00E+00;9,92E-01;9,63E-01;8,46E-02;0,00E+00;9,56E-01;1,66E-06;1,01E-06;;
195;0,00E+00;9,13E-01;9,27E-01;9,65E-01;1,00E+00;5,14E-02;3,49E-07;1,98E-07;;
240;0,00E+00;1,71E-02;9,14E-01;1,00E+00;9,98E-01;7,54E-01;1,05E-07;7,07E-08;;
285;8,91E-01;0,00E+00;1,06E-02;8,72E-01;1,00E+00;9,92E-01;2,41E-07;1,68E-07;;
120;8,45E-01;7,59E-01;8,47E-01;1,00E+00;4,04E-02;0,00E+00;6,92E-07;3,35E-07;;
195;0,00E+00;7,18E-01;9,67E-01;1,00E+00;9,96E-01;4,62E-02;2,42E-07;1,58E-07;;
195;0,00E+00;6,37E-01;9,89E-01;1,00E+00;9,75E-01;2,57E-02;7,11E-07;5,01E-07;;
285;9,09E-01;0,00E+00;6,45E-02;9,00E-01;9,64E-01;1,00E+00;1,99E-06;1,27E-06;;
45;9,45E-01;9,55E-01;2,35E-01;0,00E+00;2,12E-01;1,00E+00;1,24E-06;6,51E-07;;
330;9,53E-01;5,39E-01;0,00E+00;1,16E-01;9,59E-01;1,00E+00;1,88E-06;1,04E-06;;
